squadra_casa,squadra_ospite,data_partita,valore_titolari_casa,valore_titolari_ospite
Football Club Internazionale Milano S.p.A.,Società Sportiva Calcio Napoli,2017-04-30,209800000,217500000
FC Empoli,Unione Sportiva Sassuolo Calcio,2017-04-30,25650000,61100000
Associazione Sportiva Roma,Società Sportiva Lazio S.p.A.,2017-04-30,204000000,107800000
FC Crotone,Associazione Calcio Milan,2017-04-30,15250000,83000000
Palermo FC,Associazione Calcio Fiorentina,2017-04-30,13600000,85000000
Bologna Football Club 1909,Udinese Calcio,2017-04-30,39200000,41700000
Cagliari Calcio,Delfino Pescara 1936,2017-04-30,24700000,17100000
Genoa Cricket and Football Club,Chievo Verona,2017-04-30,33500000,19950000
Torino Calcio,UC Sampdoria,2017-04-29,88100000,47300000
Atalanta Bergamasca Calcio S.p.a.,Juventus Football Club,2017-04-28,60600000,317000000
Delfino Pescara 1936,Associazione Sportiva Roma,2017-04-24,18950000,209000000
Chievo Verona,Torino Calcio,2017-04-23,23450000,85800000
Unione Sportiva Sassuolo Calcio,Società Sportiva Calcio Napoli,2017-04-23,72900000,211000000
Associazione Calcio Milan,FC Empoli,2017-04-23,88000000,25050000
Udinese Calcio,Cagliari Calcio,2017-04-23,41700000,26300000
Società Sportiva Lazio S.p.A.,Palermo FC,2017-04-23,141500000,15600000
UC Sampdoria,FC Crotone,2017-04-23,43300000,15250000
Juventus Football Club,Genoa Cricket and Football Club,2017-04-23,272000000,39100000
Atalanta Bergamasca Calcio S.p.a.,Bologna Football Club 1909,2017-04-22,77600000,35200000
Associazione Calcio Fiorentina,Football Club Internazionale Milano S.p.A.,2017-04-22,96000000,220800000
Associazione Sportiva Roma,Atalanta Bergamasca Calcio S.p.a.,2017-04-15,208000000,63100000
Palermo FC,Bologna Football Club 1909,2017-04-15,15700000,26700000
Associazione Calcio Fiorentina,FC Empoli,2017-04-15,115500000,19050000
Torino Calcio,FC Crotone,2017-04-15,88600000,15900000
Cagliari Calcio,Chievo Verona,2017-04-15,25600000,23800000
Unione Sportiva Sassuolo Calcio,UC Sampdoria,2017-04-15,44300000,47500000
Genoa Cricket and Football Club,Società Sportiva Lazio S.p.A.,2017-04-15,34600000,136000000
Football Club Internazionale Milano S.p.A.,Associazione Calcio Milan,2017-04-15,220800000,124000000
Delfino Pescara 1936,Juventus Football Club,2017-04-15,15450000,274000000
Società Sportiva Calcio Napoli,Udinese Calcio,2017-04-15,211000000,44700000
FC Crotone,Football Club Internazionale Milano S.p.A.,2017-04-09,15900000,205500000
Cagliari Calcio,Torino Calcio,2017-04-09,23900000,90000000
Udinese Calcio,Genoa Cricket and Football Club,2017-04-09,44900000,38075000
Associazione Calcio Milan,Palermo FC,2017-04-09,125000000,16250000
Società Sportiva Lazio S.p.A.,Società Sportiva Calcio Napoli,2017-04-09,89800000,211000000
Bologna Football Club 1909,Associazione Sportiva Roma,2017-04-09,34200000,205500000
UC Sampdoria,Associazione Calcio Fiorentina,2017-04-09,45000000,98000000
Atalanta Bergamasca Calcio S.p.a.,Unione Sportiva Sassuolo Calcio,2017-04-08,64600000,68100000
Juventus Football Club,Chievo Verona,2017-04-08,267500000,25100000
FC Empoli,Delfino Pescara 1936,2017-04-08,18750000,18950000
Football Club Internazionale Milano S.p.A.,UC Sampdoria,2017-04-03,209500000,46000000
Associazione Calcio Fiorentina,Bologna Football Club 1909,2017-04-02,89800000,39200000
Società Sportiva Calcio Napoli,Juventus Football Club,2017-04-02,209700000,257000000
Delfino Pescara 1936,Associazione Calcio Milan,2017-04-02,18950000,112000000
Genoa Cricket and Football Club,Atalanta Bergamasca Calcio S.p.a.,2017-04-02,34275000,77600000
Palermo FC,Cagliari Calcio,2017-04-02,15900000,23900000
Torino Calcio,Udinese Calcio,2017-04-02,85200000,50500000
Chievo Verona,FC Crotone,2017-04-02,23100000,16700000
Associazione Sportiva Roma,FC Empoli,2017-04-01,206000000,18750000
Unione Sportiva Sassuolo Calcio,Società Sportiva Lazio S.p.A.,2017-04-01,70400000,123500000
Bologna Football Club 1909,Chievo Verona,2017-03-19,29800000,23700000
Cagliari Calcio,Società Sportiva Lazio S.p.A.,2017-03-19,25700000,122400000
Udinese Calcio,Palermo FC,2017-03-19,41400000,17750000
FC Crotone,Associazione Calcio Fiorentina,2017-03-19,14000000,99000000
FC Empoli,Società Sportiva Calcio Napoli,2017-03-19,24750000,190000000
Atalanta Bergamasca Calcio S.p.a.,Delfino Pescara 1936,2017-03-19,44100000,18900000
UC Sampdoria,Juventus Football Club,2017-03-19,42800000,262000000
Associazione Sportiva Roma,Unione Sportiva Sassuolo Calcio,2017-03-19,187000000,76100000
Torino Calcio,Football Club Internazionale Milano S.p.A.,2017-03-18,73900000,192500000
Associazione Calcio Milan,Genoa Cricket and Football Club,2017-03-18,85500000,44400000
Società Sportiva Lazio S.p.A.,Torino Calcio,2017-03-13,117400000,81700000
Unione Sportiva Sassuolo Calcio,Bologna Football Club 1909,2017-03-12,61200000,33700000
Delfino Pescara 1936,Udinese Calcio,2017-03-12,16800000,42400000
Football Club Internazionale Milano S.p.A.,Atalanta Bergamasca Calcio S.p.a.,2017-03-12,192500000,61600000
Chievo Verona,FC Empoli,2017-03-12,23500000,23900000
Palermo FC,Associazione Sportiva Roma,2017-03-12,15600000,159000000
Associazione Calcio Fiorentina,Cagliari Calcio,2017-03-12,110500000,23000000
Società Sportiva Calcio Napoli,FC Crotone,2017-03-12,186000000,16800000
Genoa Cricket and Football Club,UC Sampdoria,2017-03-11,39300000,47500000
Juventus Football Club,Associazione Calcio Milan,2017-03-10,275000000,120000000
Torino Calcio,Palermo FC,2017-03-05,66400000,17100000
Cagliari Calcio,Football Club Internazionale Milano S.p.A.,2017-03-05,23200000,192500000
Bologna Football Club 1909,Società Sportiva Lazio S.p.A.,2017-03-05,25600000,117400000
FC Crotone,Unione Sportiva Sassuolo Calcio,2017-03-05,15550000,61400000
FC Empoli,Genoa Cricket and Football Club,2017-03-05,23900000,46500000
Udinese Calcio,Juventus Football Club,2017-03-05,42900000,314000000
Atalanta Bergamasca Calcio S.p.a.,Associazione Calcio Fiorentina,2017-03-05,49100000,99000000
UC Sampdoria,Delfino Pescara 1936,2017-03-04,48800000,20300000
Associazione Sportiva Roma,Società Sportiva Calcio Napoli,2017-03-04,176500000,205500000
Associazione Calcio Milan,Chievo Verona,2017-03-04,122500000,25100000
Associazione Calcio Fiorentina,Torino Calcio,2017-02-27,89000000,75000000
Unione Sportiva Sassuolo Calcio,Associazione Calcio Milan,2017-02-26,69500000,107500000
FC Crotone,Cagliari Calcio,2017-02-26,13800000,27500000
Società Sportiva Lazio S.p.A.,Udinese Calcio,2017-02-26,100400000,46600000
Football Club Internazionale Milano S.p.A.,Associazione Sportiva Roma,2017-02-26,224500000,185500000
Palermo FC,UC Sampdoria,2017-02-26,17100000,35000000
Chievo Verona,Delfino Pescara 1936,2017-02-26,26700000,20300000
Genoa Cricket and Football Club,Bologna Football Club 1909,2017-02-26,46500000,31800000
Juventus Football Club,FC Empoli,2017-02-25,294500000,27900000
Società Sportiva Calcio Napoli,Atalanta Bergamasca Calcio S.p.a.,2017-02-25,191500000,59600000
Delfino Pescara 1936,Genoa Cricket and Football Club,2017-02-19,20300000,45100000
Bologna Football Club 1909,Football Club Internazionale Milano S.p.A.,2017-02-19,27000000,164500000
Udinese Calcio,Unione Sportiva Sassuolo Calcio,2017-02-19,46200000,61400000
Chievo Verona,Società Sportiva Calcio Napoli,2017-02-19,24000000,210000000
UC Sampdoria,Cagliari Calcio,2017-02-19,47800000,27000000
Associazione Sportiva Roma,Torino Calcio,2017-02-19,178500000,85700000
Associazione Calcio Milan,Associazione Calcio Fiorentina,2017-02-19,106000000,84800000
FC Empoli,Società Sportiva Lazio S.p.A.,2017-02-18,23900000,105400000
Atalanta Bergamasca Calcio S.p.a.,FC Crotone,2017-02-18,59600000,14100000
Juventus Football Club,Palermo FC,2017-02-17,274500000,18850000
Società Sportiva Lazio S.p.A.,Associazione Calcio Milan,2017-02-13,127400000,79500000
UC Sampdoria,Bologna Football Club 1909,2017-02-12,54000000,33900000
Torino Calcio,Delfino Pescara 1936,2017-02-12,76000000,20600000
Unione Sportiva Sassuolo Calcio,Chievo Verona,2017-02-12,63800000,23900000
FC Crotone,Associazione Sportiva Roma,2017-02-12,15000000,186000000
Football Club Internazionale Milano S.p.A.,FC Empoli,2017-02-12,158500000,23400000
Palermo FC,Atalanta Bergamasca Calcio S.p.a.,2017-02-12,20300000,59600000
Cagliari Calcio,Juventus Football Club,2017-02-12,22700000,302000000
Associazione Calcio Fiorentina,Udinese Calcio,2017-02-11,92000000,42200000
Società Sportiva Calcio Napoli,Genoa Cricket and Football Club,2017-02-10,175500000,38900000
Bologna Football Club 1909,Associazione Calcio Milan,2017-02-08,31400000,124000000
FC Crotone,Juventus Football Club,2017-02-08,12700000,264000000
Associazione Sportiva Roma,Associazione Calcio Fiorentina,2017-02-07,167000000,89500000
Atalanta Bergamasca Calcio S.p.a.,Cagliari Calcio,2017-02-05,59600000,19200000
Associazione Calcio Milan,UC Sampdoria,2017-02-05,127500000,54000000
Delfino Pescara 1936,Società Sportiva Lazio S.p.A.,2017-02-05,19500000,126800000
FC Empoli,Torino Calcio,2017-02-05,24000000,84800000
Chievo Verona,Udinese Calcio,2017-02-05,19000000,42200000
Juventus Football Club,Football Club Internazionale Milano S.p.A.,2017-02-05,312000000,219500000
Genoa Cricket and Football Club,Unione Sportiva Sassuolo Calcio,2017-02-05,39700000,60800000
Palermo FC,FC Crotone,2017-02-05,16900000,15050000
Bologna Football Club 1909,Società Sportiva Calcio Napoli,2017-02-04,35200000,191500000
Delfino Pescara 1936,Associazione Calcio Fiorentina,2017-02-01,19200000,86000000
Unione Sportiva Sassuolo Calcio,Juventus Football Club,2017-01-29,56200000,312000000
Cagliari Calcio,Bologna Football Club 1909,2017-01-29,21700000,36300000
Torino Calcio,Atalanta Bergamasca Calcio S.p.a.,2017-01-29,80000000,53100000
Società Sportiva Calcio Napoli,Palermo FC,2017-01-29,195500000,20300000
Udinese Calcio,Associazione Calcio Milan,2017-01-29,35900000,147000000
Associazione Calcio Fiorentina,Genoa Cricket and Football Club,2017-01-29,91500000,40300000
UC Sampdoria,Associazione Sportiva Roma,2017-01-29,44800000,145000000
FC Crotone,FC Empoli,2017-01-29,14300000,20400000
Società Sportiva Lazio S.p.A.,Chievo Verona,2017-01-28,107200000,20100000
Football Club Internazionale Milano S.p.A.,Delfino Pescara 1936,2017-01-28,209800000,16400000
Atalanta Bergamasca Calcio S.p.a.,UC Sampdoria,2017-01-22,42975000,39100000
Juventus Football Club,Società Sportiva Lazio S.p.A.,2017-01-22,293000000,114500000
Bologna Football Club 1909,Torino Calcio,2017-01-22,34300000,70000000
Genoa Cricket and Football Club,FC Crotone,2017-01-22,49900000,15700000
Palermo FC,Football Club Internazionale Milano S.p.A.,2017-01-22,18750000,196500000
FC Empoli,Udinese Calcio,2017-01-22,17600000,35900000
Associazione Sportiva Roma,Cagliari Calcio,2017-01-22,169000000,21500000
Delfino Pescara 1936,Unione Sportiva Sassuolo Calcio,2017-01-22,18900000,57300000
Associazione Calcio Milan,Società Sportiva Calcio Napoli,2017-01-21,123000000,181000000
Chievo Verona,Associazione Calcio Fiorentina,2017-01-21,22100000,98500000
Torino Calcio,Associazione Calcio Milan,2017-01-16,82000000,142000000
Associazione Calcio Fiorentina,Juventus Football Club,2017-01-15,99000000,293500000
UC Sampdoria,FC Empoli,2017-01-15,48600000,28000000
Società Sportiva Lazio S.p.A.,Atalanta Bergamasca Calcio S.p.a.,2017-01-15,121000000,47400000
Società Sportiva Calcio Napoli,Delfino Pescara 1936,2017-01-15,181000000,17900000
Udinese Calcio,Associazione Sportiva Roma,2017-01-15,41300000,164500000
Cagliari Calcio,Genoa Cricket and Football Club,2017-01-15,24700000,49200000
Unione Sportiva Sassuolo Calcio,Palermo FC,2017-01-15,54900000,19800000
Football Club Internazionale Milano S.p.A.,Chievo Verona,2017-01-14,209500000,20300000
FC Crotone,Bologna Football Club 1909,2017-01-14,16200000,34500000
Udinese Calcio,Football Club Internazionale Milano S.p.A.,2017-01-08,47600000,207500000
Unione Sportiva Sassuolo Calcio,Torino Calcio,2017-01-08,50000000,82000000
Associazione Calcio Milan,Cagliari Calcio,2017-01-08,153000000,25200000
Società Sportiva Lazio S.p.A.,FC Crotone,2017-01-08,92500000,15200000
Juventus Football Club,Bologna Football Club 1909,2017-01-08,255500000,37800000
Genoa Cricket and Football Club,Associazione Sportiva Roma,2017-01-08,59000000,148500000
Chievo Verona,Atalanta Bergamasca Calcio S.p.a.,2017-01-08,22500000,46900000
FC Empoli,Palermo FC,2017-01-07,28000000,19050000
Società Sportiva Calcio Napoli,UC Sampdoria,2017-01-07,179000000,35300000
Torino Calcio,Genoa Cricket and Football Club,2016-12-22,71500000,42400000
Associazione Sportiva Roma,Chievo Verona,2016-12-22,152000000,18000000
Associazione Calcio Fiorentina,Società Sportiva Calcio Napoli,2016-12-22,77500000,170000000
Palermo FC,Delfino Pescara 1936,2016-12-22,17300000,15450000
UC Sampdoria,Udinese Calcio,2016-12-22,33000000,38600000
Cagliari Calcio,Unione Sportiva Sassuolo Calcio,2016-12-22,22550000,40200000
Football Club Internazionale Milano S.p.A.,Società Sportiva Lazio S.p.A.,2016-12-21,210000000,106800000
Atalanta Bergamasca Calcio S.p.a.,FC Empoli,2016-12-20,37400000,17900000
Società Sportiva Lazio S.p.A.,Associazione Calcio Fiorentina,2016-12-18,119500000,92000000
Udinese Calcio,FC Crotone,2016-12-18,43500000,13850000
Società Sportiva Calcio Napoli,Torino Calcio,2016-12-18,179000000,70100000
Delfino Pescara 1936,Bologna Football Club 1909,2016-12-18,20200000,37500000
Chievo Verona,UC Sampdoria,2016-12-18,21600000,37300000
Unione Sportiva Sassuolo Calcio,Football Club Internazionale Milano S.p.A.,2016-12-18,42900000,206000000
Genoa Cricket and Football Club,Palermo FC,2016-12-18,53900000,16600000
FC Empoli,Cagliari Calcio,2016-12-17,27900000,26650000
Juventus Football Club,Associazione Sportiva Roma,2016-12-17,251000000,146000000
Associazione Calcio Milan,Atalanta Bergamasca Calcio S.p.a.,2016-12-17,115000000,40100000
Genoa Cricket and Football Club,Associazione Calcio Fiorentina,2016-12-15,61900000,92000000
Associazione Calcio Fiorentina,Unione Sportiva Sassuolo Calcio,2016-12-12,91000000,42800000
Associazione Sportiva Roma,Associazione Calcio Milan,2016-12-12,149000000,99500000
Palermo FC,Chievo Verona,2016-12-11,18900000,20400000
Torino Calcio,Juventus Football Club,2016-12-11,76000000,238000000
Atalanta Bergamasca Calcio S.p.a.,Udinese Calcio,2016-12-11,40100000,49000000
Cagliari Calcio,Società Sportiva Calcio Napoli,2016-12-11,23450000,190000000
Bologna Football Club 1909,FC Empoli,2016-12-11,37500000,28700000
Football Club Internazionale Milano S.p.A.,Genoa Cricket and Football Club,2016-12-11,194500000,64200000
FC Crotone,Delfino Pescara 1936,2016-12-10,11950000,19200000
UC Sampdoria,Società Sportiva Lazio S.p.A.,2016-12-10,31500000,112000000
Udinese Calcio,Bologna Football Club 1909,2016-12-05,46000000,40500000
Chievo Verona,Genoa Cricket and Football Club,2016-12-05,21200000,54200000
Società Sportiva Lazio S.p.A.,Associazione Sportiva Roma,2016-12-04,105000000,149000000
Associazione Calcio Milan,FC Crotone,2016-12-04,96500000,15250000
UC Sampdoria,Torino Calcio,2016-12-04,37300000,76000000
Unione Sportiva Sassuolo Calcio,FC Empoli,2016-12-04,45600000,28600000
Associazione Calcio Fiorentina,Palermo FC,2016-12-04,109500000,17100000
Delfino Pescara 1936,Cagliari Calcio,2016-12-04,20300000,26550000
Juventus Football Club,Atalanta Bergamasca Calcio S.p.a.,2016-12-03,251000000,41400000
Società Sportiva Calcio Napoli,Football Club Internazionale Milano S.p.A.,2016-12-02,193500000,199000000
Football Club Internazionale Milano S.p.A.,Associazione Calcio Fiorentina,2016-11-28,199000000,103500000
Società Sportiva Calcio Napoli,Unione Sportiva Sassuolo Calcio,2016-11-28,194000000,39500000
Cagliari Calcio,Udinese Calcio,2016-11-27,25850000,44400000
Associazione Sportiva Roma,Delfino Pescara 1936,2016-11-27,156000000,15950000
FC Crotone,UC Sampdoria,2016-11-27,13250000,31500000
Genoa Cricket and Football Club,Juventus Football Club,2016-11-27,60000000,205500000
Palermo FC,Società Sportiva Lazio S.p.A.,2016-11-27,19400000,102000000
Bologna Football Club 1909,Atalanta Bergamasca Calcio S.p.a.,2016-11-27,41000000,39900000
Torino Calcio,Chievo Verona,2016-11-26,76000000,18700000
FC Empoli,Associazione Calcio Milan,2016-11-26,28100000,101500000
Società Sportiva Lazio S.p.A.,Genoa Cricket and Football Club,2016-11-20,102000000,66400000
FC Empoli,Associazione Calcio Fiorentina,2016-11-20,31500000,105500000
Associazione Calcio Milan,Football Club Internazionale Milano S.p.A.,2016-11-20,118500000,221000000
UC Sampdoria,Unione Sportiva Sassuolo Calcio,2016-11-20,33000000,44600000
Atalanta Bergamasca Calcio S.p.a.,Associazione Sportiva Roma,2016-11-20,36400000,175000000
FC Crotone,Torino Calcio,2016-11-20,11250000,75600000
Bologna Football Club 1909,Palermo FC,2016-11-20,35200000,16050000
Juventus Football Club,Delfino Pescara 1936,2016-11-19,226000000,18850000
Udinese Calcio,Società Sportiva Calcio Napoli,2016-11-19,48000000,192500000
Chievo Verona,Cagliari Calcio,2016-11-19,16700000,18750000
Palermo FC,Associazione Calcio Milan,2016-11-06,17750000,122000000
Football Club Internazionale Milano S.p.A.,FC Crotone,2016-11-06,214000000,11250000
Associazione Calcio Fiorentina,UC Sampdoria,2016-11-06,105500000,33000000
Genoa Cricket and Football Club,Udinese Calcio,2016-11-06,66400000,48000000
Unione Sportiva Sassuolo Calcio,Atalanta Bergamasca Calcio S.p.a.,2016-11-06,39200000,33400000
Associazione Sportiva Roma,Bologna Football Club 1909,2016-11-06,159000000,28700000
Chievo Verona,Juventus Football Club,2016-11-06,21300000,227000000
Delfino Pescara 1936,FC Empoli,2016-11-06,20200000,30300000
Torino Calcio,Cagliari Calcio,2016-11-05,76000000,23300000
Società Sportiva Calcio Napoli,Società Sportiva Lazio S.p.A.,2016-11-05,189500000,105000000
Udinese Calcio,Torino Calcio,2016-10-31,43000000,68100000
Cagliari Calcio,Palermo FC,2016-10-31,24200000,18400000
FC Empoli,Associazione Sportiva Roma,2016-10-30,32000000,160000000
Società Sportiva Lazio S.p.A.,Unione Sportiva Sassuolo Calcio,2016-10-30,88500000,42000000
UC Sampdoria,Football Club Internazionale Milano S.p.A.,2016-10-30,33000000,210500000
Associazione Calcio Milan,Delfino Pescara 1936,2016-10-30,132500000,17200000
Atalanta Bergamasca Calcio S.p.a.,Genoa Cricket and Football Club,2016-10-30,26100000,57700000
